🔒 Row ID,Nombre de la Rutina,Ejercicio 1,Ejercicio 2,Ejercicio 3,Ejercicio 4,Ejercico 5,Detalle equipo 1,Detalle equipo 2,Detalle equipo 3 ,detalle equipo 4 ,Detalle equipo 5,instrucciones 1,instruciones 2,instrucciones 3,instrucciones 4,instrucciones 5,Repeticiones 1.0,Repeticiones 2,Repeticiones 2.0,Repeticiones 3,Repeticiones 3.0,Repeticiones 4,Repeticiones 4.0,Repeticiones 5,Repeticiones 5.0,Consejo Pro 1,Consejo Pro 2,Consejo Pro 3,Consejo Pro 4,Consejo Pro 5,Músculos 1,Músculos 2,Músculos 3,Músculos 4,Músculos 5,Ejercicios sistemas,AreaDeTrabajo,Nivel,Enfoque,TodosEjercicioRtuina,TipoDisponibilidad,DiasSemana 1,DiasSemana 2,Dias A Mostrar,Repeticiones 1,Ejercicio 6,Repeticiones 6,Repeticiones 6.0,Músculos 6,RutaMaestría
3OA5hpuSSjOUwoing8BxDA,Mi Primera Dominada- Semana 10,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 50 seg,,3 series de 12–15 reps,,4 series de 12 reps,,5 series de 5 reps con bajada de 6 seg,,4 series de 12–15 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 10
4E.5He--Sgmqas1mY-0yEg,Mi Primera Dominada- Semana 11,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 50 seg,,3 series de 15 reps,,4 series de 12 reps exigentes,,5 series de 5 reps con bajada de 6 seg,,4 series de 15 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 11
1sa4j9.CSuenLi6GKyMouA,Mi Primera Dominada- Semana 12,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 60 seg,,"3 series de 15
  reps",,4 series de 12 reps exigentes,,5 series de 5 reps con bajada de 6–8 seg,,4 series de 15 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 12
tQC6LrtdSAGR1GjKua3dKw,Tzalam: Tren Inferior A,Pistol Squat Asistida,Sentadilla Búlgara con Pausa,Hip Thrust a Una Pierna (elevado),Curl Nórdico Asistido (con liga),Elevación de Talones a Una Pierna con Pausa,Barra para Ligas + Banda,"Silla o
  superficie elevada",Silla o banco,Barra baja + Banda,"Muro
  para equilibrio",Sujeta una liga atada a la barra a la altura del pecho. Extiende una pierna al frente y baja con la otra hasta una sentadilla profunda. Usa la asistencia mínima necesaria para volver a subir.,"Coloca el empeine trasero en una silla. Baja en zancada búlgara y mantén 2-3
segundos en la parte baja antes de subir con fuerza.",Apoya la espalda alta en una silla y deja un pie en el suelo mientras la otra pierna queda extendida. Empuja la cadera hasta alinearla con el torso y baja con control.,Arrodíllate con los pies anclados bajo la barra baja. Ata una liga a la barra y sujétala al pecho. Baja el torso lentamente hacia el suelo resistiendo la caída.,"De pie sobre una pierna y con apoyo ligero en la pared, eleva el talón al máximo, mantén 2-3 segundos arriba y baja lentamente.",4 series de 5-8 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 4-6 reps,4 series de 4-6 reps,4 series de 12-15 reps por pierna,4 series de 12-15 reps por pierna,"Controla 3 segundos la bajada y
  evita impulsarte con la pierna libre. Conforme progreses usa una liga más
  delgada.","La pausa
  elimina el rebote y aumenta la tensión en glúteo y cuádriceps.","Mantén la cadera nivelada en
  todo momento y aprieta el glúteo 2 segundos arriba.",Baja lo más lento que puedas (5 segundos). La liga asiste la subida. Excelente para isquiotibiales.,"Haz el
  recorrido completo y evita rebotar abajo.","Cuádriceps, Glúteos, Core","Cuádriceps, Glúteos, Isquiotibiales","Glúteos, Isquiotibiales,
  Core","Isquiotibiales, Glúteos",Pantorrillas (Gemelos y Sóleo),Vigor Corporal,,,,,,,,,4 series de 5-8 reps por pierna,,,,,
nhUSK-fwQdu9zvc4STocjQ,Tzalam: Tren Inferior B,Skater Squat,Step-Up Alto Explosivo,Sentadilla Cosaca Profunda,Zancada con Salto Alternada,Wall Sit a Una Pierna,N/A,"Silla
  firme o cajón alto",N/A,N/A,Muro,"Desde de pie sobre una pierna, baja controladamente llevando la otra pierna hacia atrás sin apoyarla completamente. Sube empujando con la pierna de apoyo.",Coloca un pie sobre una superficie alta y sube explosivamente impulsando el cuerpo hacia arriba con la pierna de apoyo. Baja con control.,Abre bien las piernas y baja hacia un lado hasta máxima profundidad mientras la otra pierna queda extendida. Regresa al centro y alterna.,En posición de zancada baja salta explosivamente intercambiando las piernas en el aire. Aterriza suave en posición de zancada con la otra pierna al frente.,Apoya la espalda en la pared en posición de sentadilla y extiende una pierna al frente manteniendo la otra soportando la carga.,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 8 reps por pierna,4 series de 8 reps por pierna,4 series de 20-30 seg por pierna,4 series de 20-30 seg por pierna,"Mantén el torso ligeramente
  inclinado pero la espalda recta.","No te
  impulses con la pierna de abajo; toda la fuerza debe venir de la pierna que
  sube.","Mantén el talón apoyado en la
  pierna que trabaja y el pecho al frente.",Aterriza con control. Usa los brazos para impulsar el salto. Mantén el torso erguido.,"Aprieta
  fuerte el abdomen y no dejes que la cadera se ladee.","Cuádriceps, Glúteos, Core","Cuádriceps, Glúteos, Pantorrillas","Aductores, Cuádriceps,
  Glúteos","Cuádriceps, Glúteos, Pantorrillas","Cuádriceps, Glúteos, Core",Vigor Corporal,,,,,,,,,4 series de 6-8 reps por pierna,,,,,
yLmbxSX3TuiW-UqBCOHtKA,Tzalam: Tren Inferior C,Pistol Squat Negativa,Peso Muerto Rumano a Una Pierna,Sentadilla Sissy Asistida,Zancada Búlgara Explosiva,Salto al Cajón (en silla firme),Caja o apoyo bajo,N/A,Muro o poste para sujetarse,"Silla o
  superficie elevada",Silla firme y estable,Extiende una pierna al frente y baja en una pistol squat lo más lento posible hasta sentarte en una superficie baja o tocar controladamente.,De pie sobre una pierna con rodilla ligeramente flexionada. Inclina el torso hacia adelante con la espalda recta mientras la pierna libre se extiende atrás. Regresa apretando glúteo e isquiotibial.,De pie sujetándote de la pared. Inclínate hacia atrás flexionando las rodillas mientras te pones de puntillas. Baja las rodillas hacia adelante y sube con control.,"Con el pie trasero elevado, baja en zancada búlgara y sube de forma explosiva.",De pie frente a una silla estable. Flexiona rodillas y salta aterrizando con ambos pies sobre la silla. Baja con cuidado paso a paso.,4 series de 4-6 reps por pierna,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 6-8 reps,4 series de 6-8 reps,"Haz una bajada de 4-5 segundos y
  usa las manos solo si es necesario para levantarte.",Siente el estiramiento en el isquiotibial de la pierna de apoyo. No redondees la espalda.,Mantén la cadera extendida (no te sientes). Siente el estiramiento profundo en los cuádriceps.,"Aterriza
  suave y mantén la rodilla alineada con el pie.",Asegúrate de que la silla sea muy estable. Aterriza suave con las rodillas flexionadas. Baja caminando no saltando.,"Cuádriceps, Glúteos, Core","Isquiotibiales, Glúteos, Core","Cuádriceps, Recto femoral","Cuádriceps, Glúteos, Pantorrillas","Cuádriceps, Glúteos, Pantorrillas",Vigor Corporal,,,,,,,,,4 series de 4-6 reps por pierna,,,,,
Mtwe6xtzRTyP1YVlJ2KDYA,Tzalam: Tren Superior A,Dominadas Pronas,Fondos en Paralelas,Pike Push-ups Elevados,Remo Australiano Explosivo,L-Sit en Paralelas,Barra de dominadas,Barras Paralelas bajas,,"Barra
  baja",Barras Paralelas bajas,Cuelga de la barra con agarre prono un poco más ancho que los hombros. Tira hasta pasar la barbilla y baja con control total.,Sujeta las barras con los brazos extendidos y las piernas estiradas al frente o cruzadas. Baja doblando los codos hasta 90 grados y empuja para subir.,,"Debajo de una barra baja, mantén el cuerpo recto y tira del pecho hacia la barra con intención explosiva. Baja controlando.","Entre las paralelas, eleva la cadera y extiende ambas piernas al frente formando una L. Mantén la posición con brazos completamente bloqueados.",4 series de 6-10 reps,4 series de 8-12 reps,4 series de 8-12 reps,,4 series de 5-8 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 12-20 seg,4 series de 12-20 seg,"Inicia con depresión escapular
  antes de flexionar los codos.",Mantén los codos apuntando hacia atrás. Controla la bajada sin dejarte caer.,,"Sube
  rápido pero sin perder tensión corporal.","Empuja fuerte las barras hacia
  abajo y mantén hombros lejos de las orejas.","Dorsales, Bíceps,
  Romboides, Core","Tríceps, Pecho inferior, Deltoides",,"Espalda (Dorsales), Bíceps, Romboides","Abdominales, Flexores de
  cadera, Tríceps",Vigor Corporal,,,,,,,,,4 series de 6-10 reps,,,,,
pUflZJvVSXOO6JlYBdgI7g,Tzalam: Tren Superior B,Flexiones Archer,Dominadas Supinas,Fondos Profundos en Paralelas,Pike Push-ups (pies elevados),Remo con Liga (agarre cerrado),N/A,Barra de dominadas,Barras Paralelas bajas,"Barras
  Paralelas bajas + silla",Liga,"Adopta una posición amplia de flexión. Baja cargando más peso hacia un brazo mientras el otro se extiende, luego empuja y alterna lados.",Cuelga de la barra con palmas hacia ti. Tira hasta llevar la barbilla por encima de la barra y baja con control.,Sujeta las barras con brazos extendidos. Baja el cuerpo doblando los codos hasta que los hombros queden por debajo de los codos. Empuja para subir.,Coloca manos en paralelas y pies elevados en una silla. Forma una V invertida y baja la cabeza entre las manos antes de empujar arriba.,"Siéntate con las piernas extendidas al  frente , pasa la liga por la plata de tus pies  y sujeta ambos extremos de la liga juntos con las dos manos. Tira hacia el ombligo con los codos muy pegados al cuerpo.",4 series de 5-8 reps por lado,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 5-8 reps,4 series de 5-8 reps,4 series de 10-12 reps,4 series de 10-12 reps,"Mantén
  el cuerpo rígido y busca que el pecho se acerque a la mano que trabaja.","Piensa en llevar el pecho hacia
  la barra para activar mejor la espalda.",Inclina el torso ligeramente al frente para más activación de pecho. Si sientes dolor en el hombro no bajes tanto.,"Mantén
  la cadera alta para cargar más sobre los hombros.",Aprieta fuerte la espalda al final del movimiento. El agarre cerrado enfatiza más los dorsales y bíceps.,"Pectorales, Tríceps, Deltoides","Bíceps, Dorsales, Romboides","Pecho, Tríceps, Deltoides frontal","Deltoides, Tríceps, Trapecio superior","Dorsales, Bíceps, Romboides",Vigor Corporal,,,,,,,,,4 series de 5-8 reps por lado,,,,,
hNi9cNI6RdugK9jMnYZgWQ,Tzalam: Cuerpo Completo A,Dominadas Pronas,Pistol Squat Asistida,Fondos en Paralelas,Hip Thrust a Una Pierna (elevado),L-Sit en Paralelas,Barra de dominadas,Barra para Ligas + Banda,Barras Paralelas bajas,Silla o banco,Barras Paralelas bajas,Cuelga de la barra con agarre prono un poco más ancho que los hombros. Tira hasta pasar la barbilla y baja con control total.,Sujeta una liga atada a la barra a la altura del pecho. Extiende una pierna al frente y baja con la otra hasta una sentadilla profunda. Usa la asistencia mínima necesaria para volver a subir.,Sujeta las barras con los brazos extendidos y las piernas estiradas al frente o cruzadas. Baja doblando los codos hasta 90 grados y empuja para subir.,Apoya la espalda alta en una silla y deja un pie en el suelo mientras la otra pierna queda extendida. Empuja la cadera hasta alinearla con el torso y baja con control.,"Entre las paralelas, eleva la cadera y extiende ambas piernas al frente formando una L. Mantén la posición con brazos completamente bloqueados.",4 series de 6-10 reps,4 series de 5-8 reps por pierna,4 series de 5-8 reps por pierna,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 12-20 seg,4 series de 12-20 seg,"Inicia con depresión escapular
  antes de flexionar los codos.","Controla 3 segundos la bajada y
  evita impulsarte con la pierna libre. Conforme progreses usa una liga más
  delgada.",Mantén los codos apuntando hacia atrás. Controla la bajada sin dejarte caer.,"Mantén la cadera nivelada en
  todo momento y aprieta el glúteo 2 segundos arriba.","Empuja fuerte las barras hacia
  abajo y mantén hombros lejos de las orejas.","Dorsales, Bíceps,
  Romboides, Core","Cuádriceps, Glúteos, Core","Tríceps, Pecho inferior, Deltoides","Glúteos, Isquiotibiales,
  Core","Abdominales, Flexores de
  cadera, Tríceps",Vigor Corporal,,,,,,,,,4 series de 6-10 reps,,,,,
FQ4NkOlmTDGhszOO-mAe6Q,Tzalam: Tren Superior C,Dominadas Mixtas,Flexiones en Paralelas (profundas),Pseudo Planche Push-ups,Remo Australiano con Pies Elevados,Hollow Body Hold,Barra de dominadas,"Barras
  Paralelas bajas",N/A,"Barra
  baja + silla",N/A,Realiza dominadas usando una mano en agarre prono y la otra en supino. Completa las repeticiones y luego cambia la posición de las manos.,"En posición de plancha sobre paralelas, baja el pecho por debajo del nivel de
las barras para aprovechar el rango extra y luego sube con fuerza.",Coloca las manos cerca de la cadera con los hombros adelantados respecto a las muñecas. Baja en flexión manteniendo esa inclinación y sube con control.,Haz un remo australiano con los pies elevados sobre una silla para dejar el cuerpo más horizontal. Tira el pecho a la barra y baja con control.,"Acuéstate boca arriba, despega hombros y piernas del suelo y mantén la zona lumbar pegada al piso con el cuerpo en forma de banana.",4 series de 5-8 reps,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 5-8 reps,4 series de 5-8 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 20-30 seg,4 series de 20-30 seg,"Evita rotar demasiado el torso y
  reparte la carga entre ambos brazos.","Controla
  especialmente la parte baja y no colapses hombros.","Mientras más te inclines hacia
  delante, más demandante será para hombros y pecho.","Mantén
  glúteos y abdomen apretados para no perder la línea corporal.","Si se despega la espalda baja,
  flexiona un poco rodillas o sube más los brazos.","Dorsales, Bíceps,
  Antebrazo, Core","Pectorales, Tríceps, Deltoides","Hombros, Pecho, Tríceps,
  Core","Dorsales, Bíceps, Romboides","Core (abdomen completo),
  Flexores de cadera",Vigor Corporal,,,,,,,,,4 series de 5-8 reps,,,,,
yXcjMS8pR0mddl-VX9HZ8Q,Tzalam: Cuerpo Completo B,Flexiones Archer,Sentadilla Cosaca Profunda,Dominadas Australianas con Pies Elevados,Zancada con Salto Alternada,Pike Push-ups Elevados,N/A,N/A,"Barra
  baja + silla",N/A,,"Adopta una posición amplia de flexión. Baja cargando más peso hacia un brazo mientras el otro se extiende, luego empuja y alterna lados.",Abre bien las piernas y baja hacia un lado hasta máxima profundidad mientras la otra pierna queda extendida. Regresa al centro y alterna.,Coloca los talones sobre una silla y cuélgate de una barra baja con el cuerpo recto. Tira del pecho a la barra y baja controlado.,En posición de zancada baja salta explosivamente intercambiando las piernas en el aire. Aterriza suave en posición de zancada con la otra pierna al frente.,,4 series de 5-8 reps por lado,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 8 reps por pierna,4 series de 8 reps por pierna,,4 series de 5-8 reps,"Mantén
  el cuerpo rígido y busca que el pecho se acerque a la mano que trabaja.","Mantén el talón apoyado en la
  pierna que trabaja y el pecho al frente.","Entre
  más horizontal quede tu cuerpo, mayor dificultad.",Aterriza con control. Usa los brazos para impulsar el salto. Mantén el torso erguido.,,"Pectorales, Tríceps, Deltoides","Aductores, Cuádriceps,
  Glúteos","Espalda (Dorsales), Bíceps, Romboides","Cuádriceps, Glúteos, Pantorrillas",,Vigor Corporal,,,,,,,,,4 series de 5-8 reps por lado,,,,,
I4djd3EaSZu-Nknv4Sb3OQ,Tzalam: Cuerpo Completo C,Pseudo Planche Push-ups,Skater Squat,Dominadas Supinas,Salto al Cajón (en silla firme),Hollow Body Hold,N/A,N/A,Barra de dominadas,Silla firme y estable,N/A,Coloca las manos cerca de la cadera con los hombros adelantados respecto a las muñecas. Baja en flexión manteniendo esa inclinación y sube con control.,"Desde de pie sobre una pierna, baja controladamente llevando la otra pierna hacia atrás sin apoyarla completamente. Sube empujando con la pierna de apoyo.",Cuelga de la barra con palmas hacia ti. Tira hasta llevar la barbilla por encima de la barra y baja con control.,De pie frente a una silla estable. Flexiona rodillas y salta aterrizando con ambos pies sobre la silla. Baja con cuidado paso a paso.,"Acuéstate boca arriba, despega hombros y piernas del suelo y mantén la zona lumbar pegada al piso con el cuerpo en forma de banana.",4 series de 5-8 reps,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 20-30 seg,4 series de 20-30 seg,"Mientras más te inclines hacia
  delante, más demandante será para hombros y pecho.","Mantén el torso ligeramente
  inclinado pero la espalda recta.","Piensa en llevar el pecho hacia
  la barra para activar mejor la espalda.",Asegúrate de que la silla sea muy estable. Aterriza suave con las rodillas flexionadas. Baja caminando no saltando.,"Si se despega la espalda baja,
  flexiona un poco rodillas o sube más los brazos.","Hombros, Pecho, Tríceps,
  Core","Cuádriceps, Glúteos, Core","Bíceps, Dorsales, Romboides","Cuádriceps, Glúteos, Pantorrillas","Core (abdomen completo),
  Flexores de cadera",Vigor Corporal,,,,,,,,,4 series de 5-8 reps,,,,,
ae8PYvMtQVqiUGwZp6qnKQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
