exercise_id,slug,nombre interno,nombre público actual,nombre público recomendado,estado,Sistema al que pertenece,Ruta o Rutas,Madera o punto de partida,modalidad,patrón de movimiento,objetivo,grupo muscular,equipo,espacio requerido,posición inicial,ejecución paso a paso,indicaciones técnicas,respiración,errores comunes,regresiones,progresiones,repeticiones,series,tiempo,descanso,tempo,duración estimada,criterios de finalización,advertencias,contraindicaciones,activo visual asociado,video asociado,miniatura asociada,pantalla donde aparece,componente donde aparece,archivo fuente,datos faltantes,contradicciones,estado visual
PressArnold,press-arnold,Press Arnold,Press Arnold,Press Arnold,pendiente,,,,,,,Deltoides total,Banco,,,Press rotacional sentado.,Baja hasta las clavículas.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressFrancsconBarraEZPesado,press-francés-con-barra-ez-(pesado),Press Francés con Barra EZ (Pesado),Press Francés con Barra EZ (Pesado),Press Francés con Barra EZ (Pesado),pendiente,,,,,,,Tríceps (Cabeza larga),Banco + Barra EZ,,,Extensión de tríceps tumbado.,Lleva la barra a la frente.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
RemoconBarraPendlayPesado,remo-con-barra-pendlay-(pesado),Remo con Barra Pendlay (Pesado),Remo con Barra Pendlay (Pesado),Remo con Barra Pendlay (Pesado),pendiente,,,,,,,Espalda (Potencia),Barra,,,Fuerza de tracción explosiva.,Tira desde el piso en cada rep.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
OneArmPushups,one-arm-push-ups,One Arm Push-ups,One Arm Push-ups,One Arm Push-ups,pendiente,,,,,,,"Pecho, Tríceps, Core",Suelo,,,Empuje asimétrico calisténico.,Baja abriendo las piernas si cuesta.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HumanFlagHolds,human-flag-(holds),Human Flag (Holds),Human Flag (Holds),Human Flag (Holds),pendiente,,,,,,,Core lateral,Poste vertical,,,Isometría oblicua.,El brazo de abajo empuja a muerte.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PistolSquatLibreEstricta,pistol-squat-libre-estricta,Pistol Squat Libre Estricta,Pistol Squat Libre Estricta,Pistol Squat Libre Estricta,pendiente,,,,,,,"Cuádriceps, Equilibrio",Suelo,,,Sentadilla unilateral de alta demanda técnica.,"Tras la barra, tu CNS estará fatigado, mantén la concentración.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FrontLeverPullups,front-lever-pull-ups,Front Lever Pull-ups,Front Lever Pull-ups,Front Lever Pull-ups,pendiente,,,,,,,Dorsales,Barra de dominadas,,,Dominada horizontal calisténica.,Fuerza de palanca.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PistolSquatconSalto,pistol-squat-con-salto,Pistol Squat con Salto,Pistol Squat con Salto,Pistol Squat con Salto,pendiente,,,,,,,Potencia,Suelo,,,Potencia unilateral pura.,Aterrizaje controlado.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PistolSquatLibre,pistol-squat-libre,Pistol Squat Libre,Pistol Squat Libre,Pistol Squat Libre,pendiente,,,,,,,Pierna unilateral,Suelo,,,Fuerza unilateral de pierna.,Postura sólida.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SaltoalCajnaUnaPierna,salto-al-cajón-a-una-pierna,Salto al Cajón a Una Pierna,Salto al Cajón a Una Pierna,Salto al Cajón a Una Pierna,pendiente,,,,,,,Potencia,Cajón,,,Potencia unilateral.,Amortigua bien.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FondosenParalelasLastrados,fondos-en-paralelas-lastrados,Fondos en Paralelas Lastrados,Fondos en Paralelas Lastrados,Fondos en Paralelas Lastrados,pendiente,,,,,,,Pecho,Barras Paralelas + Lastre,,,Empuje profundo en tus paralelas V&V.,Inclinación pectoral.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SissySquatLibreProfunda,sissy-squat-libre-profunda,Sissy Squat Libre Profunda,Sissy Squat Libre Profunda,Sissy Squat Libre Profunda,pendiente,,,,,,,Cuádriceps (Recto femoral),Soporte vertical para agarrar (opcional),,,"Inclínate hacia atrás sobre las puntas de los pies, bajando las rodillas hacia adelante al ras del piso.","Mantén la alineación hombros-cadera-rodillas, no te ""sientes"" hacia atrás.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/SissySquatLibreProfunda_1784834576428.png,,,,,Supabase: ejercicios_biblioteca,,,
BroadJumpsSaltosderanacontinuos,broad-jumps-(saltos-de-rana-continuos),Broad Jumps (Saltos de rana continuos),Broad Jumps (Saltos de rana continuos),Broad Jumps (Saltos de rana continuos),pendiente,,,,,,,Potencia global,Suelo,,,Encadena saltos hacia adelante buscando máxima distancia sin frenar el impulso.,Usa los brazos para balancear y generar inercia.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/BroadJumpsSaltosderanacontinuos_1784830355778.png,,,,,Supabase: ejercicios_biblioteca,,,
CurldeBcepsconBarraRectaCheatCurlestrict,curl-de-bíceps-con-barra-recta-(cheat-curl-estricto),Curl de Bíceps con Barra Recta (Cheat Curl estricto),Curl de Bíceps con Barra Recta (Cheat Curl estricto),Curl de Bíceps con Barra Recta (Cheat Curl estricto),pendiente,,,,,,,Bíceps (Sobrecarga),Barra Recta,,,"Curl pesado, ligero balanceo controlado.",La fase excéntrica debe ser lenta.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurldeBcepsconBarraRectaCheatCurlestrict_1784832323596.png,,,,,Supabase: ejercicios_biblioteca,,,
CurlNrdicoCompleto,curl-nórdico-completo,Curl Nórdico Completo,Curl Nórdico Completo,Curl Nórdico Completo,pendiente,,,,,,,Isquiotibiales,Soporte pies,,,Isquios en tensión extrema.,Frena lento.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlNrdicoCompleto_1784834438540.png,,,,,Supabase: ejercicios_biblioteca,,,
SissySquatLibre,sissy-squat-libre,Sissy Squat Libre,Sissy Squat Libre,Sissy Squat Libre,pendiente,,,,,,,Cuádriceps,Suelo,,,Sentadilla enfocada al recto femoral.,Rodillas sanas.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/SissySquatLibre_1784834619321.png,,,,,Supabase: ejercicios_biblioteca,,,
PressdeBancaconPausaLarga,press-de-banca-con-pausa-larga,Press de Banca con Pausa Larga,Press de Banca con Pausa Larga,Press de Banca con Pausa Larga,pendiente,,,,,,,"Pecho, Potencia desde parado",Banco plano,,,Pausa de 3 segundos en el pecho y explota.,Elimina el reflejo de estiramiento.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasSupinasconLastre,dominadas-supinas-con-lastre,Dominadas Supinas con Lastre,Dominadas Supinas con Lastre,Dominadas Supinas con Lastre,pendiente,,,,,,,"Dorsales, Bíceps",Cinturón Lastre,,,Dominadas agarre inverso pesado.,Activa el bíceps y dorsal inferior.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FacePullPesado,face-pull-pesado,Face Pull Pesado,Face Pull Pesado,Face Pull Pesado,pendiente,,,,,,,"Trapecio, Deltoides posterior",Polea,,,Tirón a la cara aislando el trapecio/posterior.,Junta escápulas al máximo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacionesLateralesPesadasParciales,elevaciones-laterales-pesadas-(parciales),Elevaciones Laterales Pesadas (Parciales),Elevaciones Laterales Pesadas (Parciales),Elevaciones Laterales Pesadas (Parciales),pendiente,,,,,,,Deltoides lateral,Mancuernas,,,Laterales con mucho peso (rango de movimiento parcial).,Construye la anchura de los hombros.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PrensadePiernasInclinada,prensa-de-piernas-inclinada,Prensa de Piernas Inclinada,Prensa de Piernas Inclinada,Prensa de Piernas Inclinada,pendiente,,,,,,,Piernas Global,Máquina Prensa,,,Carga máxima en prensa.,No bloquees las rodillas arriba.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacindeTalonesdePie,elevación-de-talones-de-pie,Elevación de Talones de Pie,Elevación de Talones de Pie,Elevación de Talones de Pie,pendiente,,,,,,,Gemelos,Máquina,,,Talones con peso máximo.,Pausa activa arriba y abajo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PesoMuertoConvencionalSumoPesado,peso-muerto-convencional/sumo-(pesado),Peso Muerto Convencional/Sumo (Pesado),Peso Muerto Convencional/Sumo (Pesado),Peso Muerto Convencional/Sumo (Pesado),pendiente,,,,,,,Cadena Posterior Global,Barra + Discos,,,Levanta desde el suelo con técnica impecable.,Tira de la barra hacia ti antes de levantar (sacar el slack).,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaBlgaraconBarraMancuernasPesadas,sentadilla-búlgara-con-barra/mancuernas-pesadas,Sentadilla Búlgara con Barra/Mancuernas Pesadas,Sentadilla Búlgara con Barra/Mancuernas Pesadas,Sentadilla Búlgara con Barra/Mancuernas Pesadas,pendiente,,,,,,,Cuádriceps unilateral,Banco + Barra/Manc.,,,Trabajo unilateral pesado apoyado atrás.,Busca la fatiga máxima del cuádriceps.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacindeTalonesSentado,elevación-de-talones-sentado,Elevación de Talones Sentado,Elevación de Talones Sentado,Elevación de Talones Sentado,pendiente,,,,,,,Sóleo,Máquina,,,Sóleo aislado.,Movimiento completo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaPausadaPinSquats,sentadilla-pausada-(pin-squats),Sentadilla Pausada (Pin Squats),Sentadilla Pausada (Pin Squats),Sentadilla Pausada (Pin Squats),pendiente,,,,,,,"Fuerza de arranque, Cuádriceps",Rack con seguros,,,"Baja, apoya la barra en los pines 2 segundos y sube sin inercia.","Elimina el impulso, pura fuerza desde cero.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ZancadasCaminandoPesadas,zancadas-caminando-pesadas,Zancadas Caminando Pesadas,Zancadas Caminando Pesadas,Zancadas Caminando Pesadas,pendiente,,,,,,,Piernas Global,Mancuernas,,,Zancadas largas con mancuernas pesadas.,Muerte metabólica y mecánica.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SaltosPliomtricosalCajnconLastreLigero,saltos-pliométricos-al-cajón-con-lastre-ligero,Saltos Pliométricos al Cajón con Lastre Ligero,Saltos Pliométricos al Cajón con Lastre Ligero,Saltos Pliométricos al Cajón con Lastre Ligero,pendiente,,,,,,,Potencia,Cajón + Chaleco,,,Salto reactivo con un poco de lastre.,Agilidad tras carga pesada.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FondosenParalelasPesados,fondos-en-paralelas-pesados,Fondos en Paralelas Pesados,Fondos en Paralelas Pesados,Fondos en Paralelas Pesados,pendiente,,,,,,,Pecho inferior,Paralelas,,,Fondo lastrado avanzado.,Inclinación frontal.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaFrontal,sentadilla-frontal,Sentadilla Frontal,Sentadilla Frontal,Sentadilla Frontal,pendiente,,,,,,,Cuádriceps,Rack,,,Sentadilla vertical.,Codos arriba.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacionesLaterales,elevaciones-laterales,Elevaciones Laterales,Elevaciones Laterales,Elevaciones Laterales,pendiente,,,,,,,Hombros,Mancuernas,,,Aislamiento hombro.,Vuelo lateral puro.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaPausada,sentadilla-pausada,Sentadilla Pausada,Sentadilla Pausada,Sentadilla Pausada,pendiente,,,,,,,Cuádriceps,Rack,,,Pausa abajo.,Pura fuerza estática.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressdeBancaPlanoPesado,press-de-banca-plano-(pesado),Press de Banca Plano (Pesado),Press de Banca Plano (Pesado),Press de Banca Plano (Pesado),pendiente,,,,,,,"Pecho, Tríceps (Fuerza)",Banco + Barra,,,Fuerza máxima en empuje horizontal.,"Tras el banco, el muscle up te retará el tríceps.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HandstandPushupsEstrictos,handstand-push-ups-estrictos,Handstand Push-ups Estrictos,Handstand Push-ups Estrictos,Handstand Push-ups Estrictos,pendiente,,,,,,,Hombros (Vertical),Pared o Libre,,,Dominio del peso corporal vertical.,La fatiga del HSPU afecta la plancha posterior.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FondosenParalelasconLastrePesados,fondos-en-paralelas-con-lastre-(pesados),Fondos en Paralelas con Lastre (Pesados),Fondos en Paralelas con Lastre (Pesados),Fondos en Paralelas con Lastre (Pesados),pendiente,,,,,,,"Pecho Inferior, Tríceps",Barras Paralelas de Madera Veta & Vigor + Lastre,,,Empuje profundo con sobrecarga. Aprovecha el agarre de la madera para estabilizar la muñeca.,Cuidado con bajar excesivamente si tienes molestia articular.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasLastradas,dominadas-lastradas,Dominadas Lastradas,Dominadas Lastradas,Dominadas Lastradas,pendiente,,,,,,,Dorsales (hierro),Cinturón,,,Tracción vertical con peso.,Añade kilos.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/DominadasLastradas_1785109856959.png,,,,,Supabase: ejercicios_biblioteca,,,
ElevacindeTalnPesada,elevación-de-talón-pesada,Elevación de Talón Pesada,Elevación de Talón Pesada,Elevación de Talón Pesada,pendiente,,,,,,,Gemelos,Máquina,,,Sóleo y gemelos pesados.,Ardor total.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PesoMuertoConvencionalPesado,peso-muerto-convencional-(pesado),Peso Muerto Convencional (Pesado),Peso Muerto Convencional (Pesado),Peso Muerto Convencional (Pesado),pendiente,,,,,,,Cadena Posterior,Barra,,,Tirón pesado central.,Agarre mixto o hook grip.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
WallSitLastradoaUnaPierna,wall-sit-lastrado-a-una-pierna,Wall Sit Lastrado a Una Pierna,Wall Sit Lastrado a Una Pierna,Wall Sit Lastrado a Una Pierna,pendiente,,,,,,,Isometría,Pared + Disco,,,Isometría unilateral con disco en pierna.,Soporta el ácido láctico.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HipThrustconBarraPesado,hip-thrust-con-barra-pesado,Hip Thrust con Barra Pesado,Hip Thrust con Barra Pesado,Hip Thrust con Barra Pesado,pendiente,,,,,,,Glúteo,Barra + Banco,,,Fuerza extrema de glúteo.,Aprieta 2 seg arriba.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
GluteHamRaiseSuelo,glute-ham-raise-(suelo),Glute Ham Raise (Suelo),Glute Ham Raise (Suelo),Glute Ham Raise (Suelo),pendiente,,,,,,,Isquiotibiales,Soporte pies,,,Isquio peso corporal.,Extensión total de cadera.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ZancadasPliomtricasAlternadas,zancadas-pliométricas-alternadas,Zancadas Pliométricas Alternadas,Zancadas Pliométricas Alternadas,Zancadas Pliométricas Alternadas,pendiente,,,,,,,Piernas Global,Suelo,,,Cierre metabólico.,No te detengas hasta el final.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
MuscleupsEstrictos,muscle-ups-estrictos,Muscle-ups Estrictos,Muscle-ups Estrictos,Muscle-ups Estrictos,pendiente,,,,,,,Tirón/Empuje,Barra de dominadas,,,El rey de la calistenia superior.,Transición técnica.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressdeBancaPlano,press-de-banca-plano,Press de Banca Plano,Press de Banca Plano,Press de Banca Plano,pendiente,,,,,,,Pecho,Banco,,,Fuerza de empuje horizontal.,Leg drive activado.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HandstandPushups,handstand-push-ups,Handstand Push-ups,Handstand Push-ups,Handstand Push-ups,pendiente,,,,,,,Hombros (calistenia),Pared/Libre,,,Empuje vertical corporal.,Equilibrio o pared.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressMilitar,press-militar,Press Militar,Press Militar,Press Militar,pendiente,,,,,,,Hombros (hierro),Barra,,,Hombro pesado.,Bloqueo arriba.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaBlgaraPesada,sentadilla-búlgara-pesada,Sentadilla Búlgara Pesada,Sentadilla Búlgara Pesada,Sentadilla Búlgara Pesada,pendiente,,,,,,,Cuádriceps,Banco + Mancuernas,,,Fuerza unilateral de hierro.,Rompe el paralelo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HumanFlag,human-flag,Human Flag,Human Flag,Human Flag,pendiente,,,,,,,Core,Poste vertical,,,Bandera estática.,Línea recta.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
CurlAraaconMancuernas,curl-araña-con-mancuernas,Curl Araña con Mancuernas,Curl Araña con Mancuernas,Curl Araña con Mancuernas,pendiente,,,,,,,Bíceps,Banco inclinado,,,Acuéstate boca abajo en banco inclinado y haz curl.,"Cero balanceo, puro aislamiento.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlAraaconMancuernas_1784831042229.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ093,abducción-en-maquina,Abducción en Maquina,Abducción en Maquina,Abducción en Maquina,pendiente,,,,,,,"Gluteo medio, Abductores",Maquina de abductores,,,"Sientate en la maquina con las piernas juntas sobre los cojines. Abre las
  piernas empujando hacia afuera. Regresa con control.",Aprieta los gluteos al abrir. Excelente para gluteo medio.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ093_1784155450855.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ006,escapula-push-ups,Escapula Push-ups,Escapula Push-ups,Escapula Push-ups,pendiente,,,,,,,"Serrato anterior, Trapecio, Romboides.",Barras Paralelas bajas,,,"En posición de plancha, hunde y separa los omóplatos sin doblar los codos.","Imagina que quieres empujar el suelo lejos de ti para separar las ""alitas"" de la espalda.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ006_1784155629570.jpg,,,,,Supabase: ejercicios_biblioteca,,,
CurldeBceps,curl-de-bíceps,Curl de Bíceps,Curl de Bíceps,Curl de Bíceps,pendiente,,,,,,,Bíceps,Barra EZ,,,Bíceps.,Aísla.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurldeBceps_1784831591773.png,,,,,Supabase: ejercicios_biblioteca,,,
CurldeBcepsconBarraRecta,curl-de-bíceps-con-barra-recta,Curl de Bíceps con Barra Recta,Curl de Bíceps con Barra Recta,Curl de Bíceps con Barra Recta,pendiente,,,,,,,Bíceps,Barra Recta,,,Hipertrofia clásica.,No balancees la espalda.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurldeBcepsconBarraRecta_1784832118049.png,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaProfundaconBarraPesada,sentadilla-profunda-con-barra-(pesada),Sentadilla Profunda con Barra (Pesada),Sentadilla Profunda con Barra (Pesada),Sentadilla Profunda con Barra (Pesada),pendiente,,,,,,,Cuádriceps,Rack,,,Sentadilla pesada base.,Sobrecarga mecánica.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/SentadillaProfundaconBarraPesada_1784834898867.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ028,escapula-push-ups-elevados,Escapula Push-ups Elevados,Escapula Push-ups Elevados,Escapula Push-ups Elevados,pendiente,,,,,,,"Deltoides, Tríceps, Trapecio superior",Barras Paralelas bajas + silla,,,Manos en las barras y pies elevados sobre una silla. Sube la cadera formando una V invertida pronunciada. Baja la cabeza entre las barras y empuja.,La elevación de pies aumenta la carga en los hombros. Excelente preparación para handstand push-ups.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
EJ082,extensión-de-cuadriceps-en-maquina,Extensión de Cuadriceps en Maquina,Extensión de Cuadriceps en Maquina,Extensión de Cuadriceps en Maquina,pendiente,,,,,,,Cuadriceps,Maquina extensión de cuadriceps,,,Sientate en la maquina con los tobillos bajo el coji­n. Extiende las rodillas subiendo el peso hasta que las piernas queden rectas. Baja con control.,"No uses impulso. Aprieta los cuadriceps arriba 1 segundo. Baja lento (3
  segundos).",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
EJ104,aperturas-con-mancuernas,Aperturas con Mancuernas,Aperturas con Mancuernas,Aperturas con Mancuernas,pendiente,,,,,,,"Pectorales, Deltoides frontal",Banco plano + Mancuernas,,,"Acuestate en el banco con mancuernas sobre el pecho y brazos extendidos.
  Abre los brazos bajando las mancuernas con los codos ligeramente flexionados.
  Junta arriba.","No bajes demasiado para proteger los hombros. Siente el estiramiento en
  el pecho al abrir.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ104_1784829358048.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ097,curl-con-barra-recta,Curl con Barra Recta,Curl con Barra Recta,Curl con Barra Recta,pendiente,,,,,,,"Biceps, Antebrazo",Barra recta,,,"De pie sujeta la barra recta con agarre supino a la anchura de los
  hombros. Flexiona los codos subiendo la barra hacia los hombros. Baja con
  control.","Manten los codos fijos y el torso recto. No balancees. Usa peso que
  permita forma estricta.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ097_1784831110201.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ067,curl-de-biceps-con-mancuernas,Curl de Biceps con Mancuernas,Curl de Biceps con Mancuernas,Curl de Biceps con Mancuernas,pendiente,,,,,,,Biceps,Mancuernas,,,"De pie con una mancuerna en cada mano y los brazos extendidos. Flexiona
  los codos subiendo las mancuernas hacia los hombros. Baja con control sin
  balancear el cuerpo.",Manten los codos pegados al torso. No uses impulso con la espalda.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ067_1784832493953.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ112,curl-femoral-acostado-en-maquina,Curl Femoral Acostado en Maquina,Curl Femoral Acostado en Maquina,Curl Femoral Acostado en Maquina,pendiente,,,,,,,Isquiotibiales,Maquina curl femoral acostado,,,"Acuestate boca abajo con los tobillos bajo el cojin. Flexiona las
  rodillas con fuerza llevando los talones hacia los gluteos. Baja lento (3
  segundos).","Manten la cadera pegada al banco. La fase excentrica lenta (bajada) es
  clave para hipertrofia.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ112_1784832594772.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ081,curl-femoral-en-maquina,Curl Femoral en Maquina,Curl Femoral en Maquina,Curl Femoral en Maquina,pendiente,,,,,,,Isquiotibiales,Maquina curl femoral acostado,,,Acuestate boca abajo en la maquina con los tobillos bajo el cojin. Flexiona las rodillas llevando los talones hacia los gluteos. Baja con control.,"No levantes la cadera del banco. Aprieta los isquiotibiales arriba 1
  segundo.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ081_1784832660492.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ001,curl-nórdico-asistido-(con-liga),Curl Nórdico Asistido (con liga),Curl Nórdico Asistido (con liga),Curl Nórdico Asistido (con liga),pendiente,,,,,,,"Isquiotibiales, Glúteos",Barra baja + Banda,,,Arrodíllate con los pies anclados bajo la barra baja. Ata una liga a la barra y sujétala al pecho. Baja el torso lentamente hacia el suelo resistiendo la caída.,Baja lo más lento que puedas (5 segundos). La liga asiste la subida. Excelente para isquiotibiales.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ001_1784834024629.png,,,,,Supabase: ejercicios_biblioteca,,,
CurlNrdicoExcntricoLento10seg,curl-nórdico-excéntrico-lento-(10-seg),Curl Nórdico Excéntrico Lento (10 seg),Curl Nórdico Excéntrico Lento (10 seg),Curl Nórdico Excéntrico Lento (10 seg),pendiente,,,,,,,Isquiotibiales (Daño excéntrico),Soporte pies,,,Baja el cuerpo tomando 10 segundos enteros hasta llegar al suelo. Empuja con manos para subir.,"Control mental total, no te dejes caer al final.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlNrdicoExcntricoLento10seg_1784834444596.png,,,,,Supabase: ejercicios_biblioteca,,,
DominadasconLastrePesadas,dominadas-con-lastre-(pesadas),Dominadas con Lastre (Pesadas),Dominadas con Lastre (Pesadas),Dominadas con Lastre (Pesadas),pendiente,,,,,,,Dorsales,Cinturón Lastre,,,Tracción vertical con sobrecarga máxima.,Tracciona duro y explosivo.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/DominadasconLastrePesadas_1785109279248.png,,,,,Supabase: ejercicios_biblioteca,,,
DominadasconLastrePesado,dominadas-con-lastre-(pesado),Dominadas con Lastre (Pesado),Dominadas con Lastre (Pesado),Dominadas con Lastre (Pesado),pendiente,,,,,,,Dorsales (Tracción pesada),Cinturón Lastre,,,Carga para bajas repeticiones. Pasa la barbilla.,Core duro como roca.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/DominadasconLastrePesado_1785109302245.png,,,,,Supabase: ejercicios_biblioteca,,,
